learning_time,midterm_grade,attendance_rate,homework_completion,pass_fail
2,41,31,63,-1
1,76,47,54,-1
4,49,39,74,-1
4,36,84,36,-1
7,89,72,64,1
8,36,64,75,1
2,77,73,98,-1
6,68,52,92,1
2,59,44,36,-1
6,78,56,75,1
2,40,93,83,-1
7,38,74,33,1
3,88,50,47,-1
7,81,60,71,1
5,42,96,36,1
7,53,48,92,1
4,36,33,85,-1
4,61,86,34,-1
8,96,35,99,1
3,84,63,63,-1
3,31,44,65,-1
2,33,46,47,-1
4,41,89,89,1
4,58,57,77,-1
2,96,68,55,-1
5,72,93,85,1
5,73,40,59,-1
8,77,92,36,1
7,74,39,47,1
6,93,80,35,1
8,45,75,91,1
1,53,56,38,-1
4,93,88,43,1
4,66,88,91,1
2,30,65,41,-1
4,49,56,96,-1
5,59,66,69,1
8,93,39,58,1
2,33,32,34,-1
7,38,55,31,1
5,60,98,63,1
8,94,86,76,1
5,82,57,63,1
5,78,91,97,1
5,37,56,71,-1
4,64,93,85,1
6,36,75,49,1
4,43,39,37,-1
3,85,56,30,-1
5,57,45,71,-1
4,46,30,37,-1
5,52,44,85,-1
7,46,64,86,1
6,36,39,69,-1
5,87,51,73,1
5,69,32,65,-1
7,76,76,33,1
2,44,64,47,-1
6,34,78,48,1
7,30,31,45,-1
8,99,37,55,1
7,77,61,38,1
1,88,73,48,-1
8,94,89,70,1
8,99,94,31,1
6,83,57,89,1
6,72,78,79,1
6,71,72,46,1
4,30,47,37,-1
6,93,66,55,1
8,78,47,50,1
3,93,84,48,1
5,45,50,68,-1
8,55,83,41,1
7,51,91,30,1
8,67,70,81,1
8,48,46,73,1
2,76,98,74,-1
5,86,74,51,1
8,69,37,38,1
4,62,63,93,-1
5,66,53,92,1
8,96,46,63,1
8,96,79,55,1
3,98,45,31,-1
5,38,92,85,1
7,57,81,70,1
2,92,97,73,1
1,89,30,97,-1
1,79,83,93,-1
8,67,70,39,1
2,62,55,65,-1
7,94,69,34,1
7,93,50,48,1
3,50,54,69,-1
5,84,95,43,1
3,60,39,92,-1
6,58,63,97,1
4,90,67,68,1
2,76,65,48,-1
1,74,94,47,-1
8,69,77,72,1
6,54,30,30,-1
4,85,82,63,1
3,92,42,75,-1
7,37,49,39,1
2,76,36,71,-1
2,77,79,31,-1
8,70,40,77,1
1,73,76,82,-1
3,95,50,45,-1
7,96,48,58,1
6,68,58,81,1
1,54,79,73,-1
6,91,76,96,1
8,63,73,70,1
7,67,47,78,1
3,84,93,59,1
6,60,52,95,1
6,37,70,79,1
4,93,45,63,-1
2,99,95,44,-1
6,63,86,84,1
6,70,31,78,1
6,35,98,93,1
2,34,64,97,-1
4,71,58,73,-1
3,44,71,52,-1
2,42,34,51,-1
1,48,44,87,-1
1,39,56,36,-1
1,36,39,58,-1
3,35,33,54,-1
5,43,75,84,1
2,71,89,53,-1
8,35,81,76,1
6,61,36,39,-1
1,36,82,58,-1
2,70,31,66,-1
2,76,69,42,-1
2,80,46,46,-1
7,76,44,46,1
2,30,99,65,-1
6,88,91,83,1
5,31,98,43,1
8,82,62,94,1
2,81,70,78,-1
6,32,86,60,1
2,91,84,64,-1
5,81,65,51,1
7,95,36,56,1
7,60,35,73,1
8,43,91,47,1
8,77,71,57,1
1,64,78,31,-1
3,76,35,32,-1
3,58,53,71,-1
5,38,49,35,-1
8,95,51,61,1
1,64,58,66,-1
6,60,99,87,1
7,76,40,62,1
4,95,56,82,1
3,46,41,52,-1
5,77,61,53,1
2,61,47,80,-1
4,83,99,39,1
7,92,56,32,1
3,81,55,39,-1
2,57,42,92,-1
3,60,90,79,-1
2,61,73,51,-1
3,76,73,31,-1
6,51,97,41,1
4,91,57,99,1
1,47,59,92,-1
1,57,99,87,-1
5,72,75,75,1
7,77,68,65,1
4,88,47,62,-1
8,82,62,44,1
2,92,43,93,-1
2,66,41,94,-1
4,55,62,78,-1
8,84,52,32,1
4,62,95,78,1
8,76,52,58,1
1,89,44,83,-1
8,69,78,43,1
7,70,48,61,1
8,77,98,93,1
3,84,85,34,-1
7,58,70,98,1
5,59,95,83,1
6,87,34,58,1
4,96,49,42,-1
5,35,93,53,1
1,71,86,65,-1
1,96,36,53,-1
6,77,76,79,1
4,55,45,32,-1
5,64,63,45,1
7,46,95,87,1
4,34,36,84,-1
5,78,76,62,1
8,47,66,68,1
8,56,96,55,1
3,93,89,37,1
8,67,32,99,1
3,52,50,60,-1
6,97,43,30,1
3,92,84,48,1
6,60,34,79,1
3,80,82,64,-1
4,84,92,36,1
7,81,38,83,1
2,33,85,77,-1
4,64,83,95,1
3,59,34,97,-1
4,62,82,96,1
6,64,74,42,1
6,73,46,95,1
7,54,76,31,1
4,43,85,90,-1
4,51,31,78,-1
4,64,34,65,-1
2,71,46,45,-1
7,89,91,38,1
6,53,67,91,1
7,62,80,78,1
5,84,63,56,1
8,44,52,97,1
4,67,64,65,-1
4,70,37,61,-1
8,82,30,73,1
8,86,68,90,1
8,83,91,66,1
5,44,77,59,1
5,43,49,36,-1
7,55,80,37,1
1,64,73,94,-1
8,32,94,92,1
8,46,94,90,1
5,31,90,37,-1
7,32,72,87,1
3,96,39,76,-1
4,34,42,43,-1
5,44,50,41,-1
8,70,54,49,1
2,51,34,99,-1
2,35,96,45,-1
5,84,36,82,1
1,35,44,95,-1
8,89,47,35,1
4,69,71,48,-1
1,82,68,71,-1
4,66,43,88,-1
2,60,57,41,-1
1,47,80,32,-1
8,78,61,37,1
1,89,53,66,-1
8,69,48,85,1
4,35,93,95,1
3,64,54,62,-1
1,96,51,85,-1
5,30,86,58,-1
2,65,52,75,-1
3,57,49,90,-1
3,32,74,63,-1
8,54,36,90,1
1,96,64,38,-1
2,87,85,40,-1
5,39,92,75,1
5,60,95,61,1
7,73,84,93,1
1,64,83,74,-1
4,40,69,43,-1
2,81,68,39,-1
4,90,78,83,1
2,85,38,94,-1
1,90,74,32,-1
2,34,54,58,-1
6,86,67,80,1
6,96,40,44,1
1,45,43,69,-1
7,74,39,84,1
6,54,65,97,1
5,82,93,37,1
6,62,99,68,1
2,67,88,65,-1
6,61,69,48,1
6,47,83,47,1
5,44,87,33,-1
6,74,44,50,1
2,50,61,70,-1
1,88,34,67,-1
5,31,61,65,-1
5,93,61,72,1
5,36,38,48,-1
8,83,58,33,1
3,68,63,45,-1
2,83,96,58,-1
5,75,89,98,1
6,89,49,98,1
3,80,87,93,1
8,98,89,30,1
3,59,61,83,-1
7,96,68,32,1
3,76,60,72,-1
7,94,39,98,1
6,47,92,97,1
8,89,94,74,1
3,56,96,79,-1
2,99,39,49,-1
1,96,98,35,-1
8,65,36,98,1
4,56,56,75,-1
3,56,94,46,-1
4,49,89,84,1
7,41,97,69,1
5,39,38,63,-1
3,52,61,47,-1
5,92,48,73,1
4,92,75,60,1
5,41,44,60,-1
5,46,74,42,-1
8,60,78,97,1
3,84,70,92,1
7,96,82,48,1
6,89,97,70,1
7,61,48,78,1
1,36,45,88,-1
8,30,88,52,1
5,93,87,95,1
8,58,95,96,1
8,97,41,41,1
7,41,74,59,1
1,66,99,49,-1
7,47,56,65,1
3,92,92,42,1
7,54,48,99,1
2,96,95,48,-1
6,96,55,84,1
5,34,80,54,-1
1,74,43,56,-1
5,81,82,45,1
7,55,74,54,1
8,39,51,54,1
3,68,85,57,-1
7,66,70,80,1
2,60,81,87,-1
8,51,38,89,1
6,45,46,40,-1
3,61,42,55,-1
6,41,47,85,1
1,39,89,60,-1
1,88,45,93,-1
5,87,60,97,1
4,81,91,33,1
2,50,30,48,-1
1,46,50,63,-1
4,63,36,88,-1
8,66,35,70,1
6,47,88,64,1
6,88,39,97,1
3,97,36,72,-1
7,67,54,63,1
4,62,55,42,-1
5,35,37,46,-1
1,52,30,97,-1
1,67,56,44,-1
4,90,88,59,1
1,39,33,69,-1
2,50,55,42,-1
1,57,49,55,-1
6,32,67,60,1
8,44,80,32,1
4,49,34,91,-1
3,84,91,49,1
6,89,91,44,1
6,99,67,98,1
2,66,33,93,-1
7,65,98,48,1
6,98,78,43,1
5,42,66,82,1
7,92,46,84,1
1,59,85,33,-1
8,80,81,41,1
6,40,80,96,1
7,38,54,66,1
1,76,93,97,-1
8,46,82,60,1
6,30,62,43,-1
3,88,99,99,1
7,65,99,37,1
6,76,84,52,1
5,82,35,53,-1
6,72,95,59,1
7,77,53,74,1
5,66,62,95,1
4,55,91,69,1
4,41,67,33,-1
7,80,52,77,1
3,37,77,45,-1
7,33,35,86,1
3,83,46,49,-1
4,52,97,92,1
1,75,49,75,-1
6,72,37,63,1
8,69,33,59,1
8,47,61,85,1
6,97,90,46,1
5,73,96,36,1
7,49,38,69,1
4,67,61,56,-1
5,82,49,37,1
6,72,41,44,1
8,65,64,84,1
7,52,68,68,1
2,38,39,93,-1
1,62,41,91,-1
6,86,97,50,1
2,55,89,68,-1
5,67,53,31,-1
3,70,57,83,-1
2,99,91,36,-1
5,40,36,67,-1
5,72,76,38,1
2,47,35,59,-1
1,47,79,50,-1
7,38,96,68,1
3,49,83,92,-1
2,31,97,95,-1
2,92,41,51,-1
4,56,44,90,-1
5,63,72,70,1
1,72,97,95,-1
5,41,36,40,-1
7,93,49,31,1
6,92,47,63,1
7,30,46,94,1
8,47,98,33,1
6,58,35,99,1
6,93,43,71,1
3,73,94,44,-1
8,74,33,36,1
3,55,31,98,-1
1,63,94,76,-1
4,82,90,88,1
7,67,35,76,1
6,78,44,75,1
8,91,33,98,1
4,54,46,57,-1
6,36,73,83,1
4,50,50,64,-1
6,64,72,80,1
8,88,47,83,1
2,33,81,77,-1
7,33,73,55,1
1,79,87,76,-1
4,96,43,50,-1
8,66,45,73,1
7,64,42,62,1
3,43,56,69,-1
8,51,47,77,1
1,97,44,76,-1
4,80,62,42,-1
1,40,50,73,-1
7,37,34,31,-1
7,48,38,41,1
3,45,31,34,-1
6,94,61,76,1
7,48,48,65,1
4,58,50,32,-1
5,94,75,52,1
8,86,34,62,1
4,42,57,65,-1
4,51,60,32,-1
1,92,69,78,-1
5,44,89,38,1
5,40,80,79,1
8,98,56,33,1
5,30,57,54,-1
5,89,58,41,1
5,95,32,60,1
1,57,37,80,-1
5,73,48,40,-1
3,42,52,38,-1
2,57,42,74,-1
5,83,72,60,1
1,36,81,90,-1
8,48,74,98,1
2,53,63,50,-1
4,45,94,96,1
3,48,45,99,-1
4,77,91,64,1
4,32,35,42,-1
4,49,88,32,-1
3,88,50,81,-1
3,66,70,51,-1
1,70,33,64,-1
7,55,32,91,1
7,97,95,74,1
8,95,72,56,1
1,70,91,69,-1
4,37,65,41,-1
2,74,91,65,-1
3,52,42,98,-1
1,49,86,85,-1
2,76,96,91,-1
7,30,46,55,1
6,43,66,63,1
1,90,61,33,-1
8,74,85,93,1
4,94,92,96,1
8,95,63,79,1
6,88,84,78,1
7,72,73,67,1
4,67,36,58,-1
7,88,93,89,1
1,89,34,69,-1
1,97,72,74,-1
6,45,75,90,1
8,35,49,50,1
5,41,68,83,1
2,76,73,91,-1
4,46,95,76,1
2,32,62,58,-1
3,92,33,74,-1
3,51,89,90,-1
8,41,86,67,1
2,67,33,85,-1
3,44,52,61,-1
1,64,80,58,-1
6,94,79,35,1
8,74,41,94,1
7,69,99,96,1
2,45,59,75,-1
3,78,63,34,-1
5,93,39,73,1
3,36,86,83,-1
5,73,97,99,1
2,51,76,40,-1
5,60,68,62,1
5,52,37,79,-1
3,86,95,36,1
7,65,83,52,1
8,74,91,82,1
3,42,50,54,-1
5,40,39,79,-1
2,31,44,57,-1
3,58,77,70,-1
3,49,98,56,-1
3,42,95,54,-1
6,77,73,48,1
8,54,79,31,1
7,55,91,94,1
8,96,93,36,1
3,92,87,41,1
3,66,39,48,-1
5,94,57,88,1
4,40,44,96,-1
6,84,60,78,1
3,88,89,81,1
3,99,31,58,-1
1,41,75,51,-1
1,72,56,90,-1
6,54,55,91,1
1,94,93,42,-1
2,46,37,96,-1
6,61,87,59,1
1,66,90,76,-1
6,61,63,55,1
1,87,92,48,-1
5,45,51,84,-1
4,60,63,67,-1
5,66,56,93,1
7,72,31,62,1
8,34,80,40,1
5,79,94,81,1
1,41,96,50,-1
4,61,96,87,1
7,83,79,35,1
7,94,98,64,1
3,70,57,77,-1
6,79,57,71,1
4,91,68,33,1
2,77,67,38,-1
6,69,54,66,1
8,76,59,46,1
5,41,31,90,-1
8,63,89,41,1
1,64,40,57,-1
4,46,78,90,-1
8,45,65,92,1
8,32,71,39,1
4,30,57,88,-1
7,91,92,31,1
8,88,71,41,1
5,62,54,34,-1
5,49,57,82,-1
1,72,64,45,-1
3,77,70,58,-1
8,67,72,34,1
7,85,34,91,1
5,96,37,38,1
4,93,74,85,1
4,51,74,68,-1
3,84,56,86,-1
4,51,83,96,1
7,54,46,79,1
2,66,34,77,-1
7,87,47,58,1
1,61,31,47,-1
7,39,37,88,1
3,50,75,49,-1
6,99,64,86,1
2,85,35,58,-1
3,66,61,49,-1
8,47,46,39,1
2,70,93,56,-1
8,45,96,37,1
2,85,31,91,-1
7,70,98,65,1
2,72,39,38,-1
5,73,51,55,1
3,69,53,38,-1
8,70,58,99,1
8,47,99,60,1
3,91,87,44,1
2,68,90,94,-1
2,88,45,73,-1
7,86,40,48,1
2,52,30,30,-1
1,83,45,75,-1
1,32,61,75,-1
3,39,45,65,-1
6,63,96,90,1
3,77,81,48,-1
5,40,88,86,1
6,97,36,94,1
1,74,97,59,-1
5,75,63,65,1
2,36,45,95,-1
4,44,60,99,-1
2,80,33,57,-1
7,56,86,34,1
1,77,32,56,-1
1,68,76,63,-1
4,66,64,43,-1
2,40,44,64,-1
2,77,61,74,-1
8,49,62,88,1
5,82,38,63,1
3,90,70,96,1
3,98,54,98,1
3,79,57,99,-1
6,82,73,36,1
8,59,36,96,1
1,80,37,78,-1
1,45,45,44,-1
3,55,72,95,-1
2,50,84,70,-1
8,56,92,52,1
4,37,99,73,-1
4,88,76,54,1
3,65,98,43,-1
6,96,86,65,1
5,60,57,80,1
8,66,69,37,1
5,89,67,99,1
2,66,85,59,-1
7,51,43,71,1
6,49,38,47,-1
5,38,35,87,-1
1,96,41,73,-1
2,83,99,96,1
3,41,49,51,-1
6,57,39,73,1
8,47,80,35,1
3,41,37,80,-1
2,57,83,35,-1
4,45,88,91,1
5,79,32,57,-1
8,93,78,91,1
3,77,55,99,-1
8,65,32,64,1
5,91,82,78,1
1,91,46,79,-1
5,53,30,65,-1
4,84,88,58,1
4,36,75,47,-1
4,36,81,94,-1
7,33,57,39,1
3,64,40,95,-1
5,69,37,93,1
7,85,86,44,1
2,55,52,89,-1
4,48,91,97,1
2,66,72,66,-1
8,74,41,92,1
6,81,35,38,1
1,70,64,71,-1
6,30,82,50,1
5,79,33,84,1
6,30,85,41,1
7,95,61,90,1
4,94,46,44,-1
1,72,80,36,-1
8,76,77,83,1
6,32,37,51,-1
7,70,82,71,1
6,77,96,54,1
3,40,52,37,-1
3,52,47,55,-1
4,31,85,56,-1
5,65,86,76,1
7,45,71,94,1
5,33,39,79,-1
7,38,31,97,1
8,45,52,77,1
2,95,68,84,-1
6,81,46,59,1
5,31,34,69,-1
2,38,86,90,-1
6,50,92,80,1
6,70,53,58,1
5,72,96,47,1
7,34,59,56,1
6,72,48,67,1
4,52,61,73,-1
5,63,60,39,-1
2,65,57,45,-1
4,72,30,52,-1
8,43,33,80,1
3,97,75,51,-1
8,41,50,90,1
6,53,69,40,1
4,47,69,54,-1
4,74,87,48,1
8,84,97,89,1
4,58,70,77,-1
7,35,78,63,1
8,75,51,59,1
5,48,99,73,1
5,36,46,72,-1
7,91,30,58,1
5,94,96,49,1
5,67,60,72,1
6,75,39,71,1
2,60,61,72,-1
3,84,30,59,-1
3,51,31,72,-1
3,74,80,85,-1
7,71,93,70,1
6,71,52,97,1
5,76,85,57,1
1,62,76,79,-1
4,60,76,92,1
1,86,54,84,-1
6,91,64,98,1
3,76,78,73,-1
4,58,99,84,1
4,83,99,87,1
1,30,54,66,-1
1,86,45,72,-1
5,33,31,39,-1
6,90,62,34,1
6,69,73,38,1
3,89,89,61,1
3,72,73,82,-1
2,96,38,32,-1
8,59,35,91,1
2,47,59,76,-1
2,32,83,31,-1
2,37,64,41,-1
3,68,57,95,-1
8,43,41,31,1
8,45,39,53,1
2,85,34,79,-1
2,76,94,73,-1
4,32,81,97,-1
4,81,63,80,1
2,36,37,81,-1
1,35,33,76,-1
7,37,70,38,1
1,50,52,91,-1
2,42,40,81,-1
6,71,59,32,1
2,70,60,79,-1
2,58,31,65,-1
4,66,84,80,1
2,32,67,60,-1
4,84,65,66,1
6,93,68,85,1
1,73,49,72,-1
8,67,50,31,1
6,88,96,77,1
6,50,51,34,-1
5,46,87,51,1
6,51,59,90,1
2,99,56,33,-1
4,77,66,63,1
7,73,54,66,1
1,48,46,34,-1
5,53,42,71,-1
1,37,83,92,-1
5,42,84,70,1
6,76,85,44,1
2,39,33,86,-1
4,44,32,61,-1
8,51,52,71,1
4,71,59,56,-1
4,31,58,69,-1
4,93,44,72,-1
2,87,40,54,-1
4,77,64,77,1
8,31,84,69,1
2,90,95,50,-1
6,61,70,89,1
5,84,45,69,1
4,78,58,34,-1
1,65,42,43,-1
4,40,91,91,1
5,74,39,82,1
5,58,85,47,1
1,96,76,31,-1
2,67,55,63,-1
4,44,59,68,-1
1,51,48,67,-1
2,83,53,45,-1
6,40,55,77,1
5,44,74,55,-1
4,44,56,60,-1
1,67,98,38,-1
1,45,98,56,-1
7,55,95,89,1
6,66,46,33,1
2,34,92,42,-1
4,37,89,72,-1
3,98,36,85,-1
4,46,30,59,-1
1,57,40,51,-1
3,83,41,46,-1
1,70,30,86,-1
8,51,51,47,1
8,30,74,57,1
4,89,52,44,-1
8,94,57,75,1
7,46,72,93,1
7,95,75,67,1
8,53,77,39,1
6,35,48,67,-1
1,50,87,43,-1
3,39,88,44,-1
2,88,64,50,-1
5,96,40,35,1
1,62,41,48,-1
5,48,78,46,1
8,81,61,89,1
3,72,43,46,-1
8,51,51,32,1
3,90,51,91,-1
4,75,76,44,-1
5,83,72,96,1
2,40,89,31,-1
8,52,97,42,1
6,94,53,95,1
6,75,30,99,1
7,43,53,71,1
2,55,47,86,-1
1,40,87,98,-1
1,47,61,75,-1
7,67,75,38,1
3,45,62,36,-1
4,48,50,60,-1
4,64,82,71,1
8,65,68,56,1
1,88,56,51,-1
1,95,72,84,-1
4,57,32,54,-1
4,33,99,64,-1
3,73,99,35,-1
8,83,64,94,1
4,70,69,62,-1
4,53,64,64,-1
3,44,55,34,-1
8,39,43,59,1
7,79,59,85,1
3,48,46,56,-1
6,40,37,51,-1
1,91,31,76,-1
3,53,95,82,-1
4,45,92,33,-1
5,76,74,82,1
5,66,90,36,1
7,87,67,60,1
2,75,81,42,-1
3,60,31,35,-1
5,64,43,66,-1
2,63,82,44,-1
1,72,62,75,-1
1,71,61,69,-1
4,58,94,58,1
2,88,70,82,-1
1,42,76,75,-1
3,98,68,78,1
4,97,78,70,1
1,30,60,45,-1
3,40,85,30,-1
6,48,70,55,1
2,91,59,78,-1
6,92,72,68,1
7,59,36,49,1
5,86,58,99,1
6,59,83,72,1
8,63,31,47,1
1,91,56,33,-1
2,57,94,58,-1
6,41,77,43,1
1,94,62,78,-1
7,95,32,56,1
8,66,31,33,1
4,73,46,70,-1
4,76,51,70,-1
7,57,80,43,1
7,82,78,94,1
7,65,89,49,1
2,30,35,57,-1
1,95,94,98,-1
2,91,59,37,-1
8,74,88,72,1
4,68,80,62,1
3,94,59,71,-1
4,79,39,59,-1
5,84,63,78,1
5,98,72,76,1
1,72,60,34,-1
2,42,71,74,-1
6,82,96,71,1
6,82,54,39,1
4,65,82,81,1
4,76,91,99,1
3,80,54,31,-1
3,40,58,89,-1
5,53,99,77,1
5,76,86,98,1
2,50,76,40,-1
6,89,49,30,1
5,94,92,83,1
6,97,57,71,1
8,72,49,81,1
8,45,81,87,1
6,56,48,85,1
6,38,84,59,1
4,55,89,54,-1
5,91,47,81,1
1,44,70,90,-1
5,72,61,37,1
6,69,63,81,1
3,97,32,73,-1
8,83,78,98,1
8,71,76,96,1
4,65,53,40,-1
8,37,44,85,1
1,93,66,61,-1
3,36,42,40,-1
5,81,53,55,1
5,94,37,98,1
3,85,40,56,-1
7,66,42,98,1
2,82,97,68,-1
8,50,58,65,1
2,47,65,59,-1
7,33,60,86,1
7,67,44,49,1
2,55,44,36,-1
2,98,44,51,-1
7,88,65,33,1
2,71,70,60,-1
1,78,76,51,-1
2,99,40,89,-1
8,86,31,31,1
2,51,84,79,-1
5,40,47,76,-1
5,89,95,90,1
2,86,63,54,-1
4,54,31,71,-1
5,83,72,66,1
1,93,87,48,-1
1,82,74,84,-1
4,76,53,68,-1
3,80,31,38,-1
6,70,63,72,1
4,90,45,71,-1
3,69,68,45,-1
5,83,83,76,1
8,72,63,55,1
6,52,68,64,1
6,32,32,99,-1
7,42,99,93,1
6,30,83,89,1
8,86,74,47,1
8,49,47,55,1
4,46,75,37,-1
8,81,87,69,1
2,71,72,39,-1
5,73,38,85,1
7,71,91,88,1
2,32,88,61,-1
3,56,33,95,-1
7,52,82,71,1
1,68,65,56,-1
1,76,90,57,-1
2,61,60,96,-1
1,65,83,43,-1
1,83,76,99,-1
6,46,39,33,-1
1,38,48,77,-1
7,32,68,91,1
4,32,65,66,-1
7,51,74,82,1
8,47,51,31,1
5,62,96,31,1
5,52,69,72,1
4,50,51,32,-1
4,82,71,67,1
6,73,55,49,1
8,48,84,61,1
6,40,61,71,1
1,94,70,91,-1
1,82,65,74,-1
7,89,97,77,1
3,96,96,40,1
7,36,71,93,1
8,63,58,35,1
6,71,82,37,1
3,40,37,93,-1
3,85,35,87,-1
7,87,56,48,1
5,46,77,79,1
7,69,92,95,1
5,39,51,35,-1
4,67,94,93,1
2,95,55,66,-1
6,47,73,36,1
5,93,76,37,1
3,88,95,45,1
5,68,52,66,1
2,49,44,42,-1
2,33,37,95,-1
5,67,71,55,1
3,39,76,63,-1
4,92,86,80,1
3,76,96,36,-1
6,33,36,79,-1
7,42,79,48,1
7,85,55,70,1
2,41,45,80,-1
3,52,58,41,-1
6,68,51,99,1
8,58,40,93,1
2,72,86,40,-1
8,96,41,80,1
5,99,41,91,1
3,51,84,39,-1
7,87,55,95,1
3,48,63,75,-1
1,65,95,41,-1
1,88,81,60,-1
8,80,96,94,1
2,69,96,55,-1
8,73,66,86,1
4,44,90,85,1
5,30,81,37,-1
1,52,63,85,-1
5,92,84,81,1
7,31,41,96,1
3,67,40,86,-1
6,63,75,91,1
6,53,69,95,1
7,61,71,76,1
4,46,52,73,-1
1,56,68,49,-1
4,61,57,39,-1
5,93,36,32,-1
6,75,75,79,1
3,76,67,88,-1
5,61,57,36,-1
6,45,54,65,1
8,94,96,78,1
4,62,81,54,-1
5,88,55,49,1
6,90,58,82,1
6,52,62,61,1
7,63,33,97,1
4,78,75,85,1
1,75,43,90,-1
8,62,86,86,1
2,41,62,79,-1
8,47,63,71,1
3,85,49,56,-1
1,91,51,90,-1
1,30,92,63,-1
8,54,92,83,1
1,98,80,83,-1
2,89,30,66,-1
8,67,92,45,1
8,70,42,47,1
6,44,74,47,1
2,95,81,81,-1
6,89,36,49,1
5,67,67,48,1
5,41,54,37,-1
8,61,92,40,1
3,93,80,78,1
5,92,55,46,1
4,64,55,86,-1
2,50,65,67,-1
4,52,80,40,-1
5,34,52,79,-1
6,30,78,92,1
3,65,40,94,-1
7,35,83,55,1
4,79,63,69,1
8,59,35,92,1
8,67,86,94,1
6,51,30,36,-1
7,36,33,46,-1
8,83,99,41,1
1,93,75,66,-1
5,81,53,89,1
7,80,68,85,1
8,82,69,99,1
4,35,90,79,-1
7,32,57,74,1
4,55,96,62,1
6,93,57,46,1
7,81,56,80,1
6,65,57,45,1
6,33,71,38,-1
6,42,97,73,1
3,48,99,53,-1
4,76,65,79,1
8,85,49,89,1
4,90,83,57,1
4,74,75,53,1
6,49,44,47,-1
6,49,96,74,1
5,70,46,72,1
8,76,49,43,1
1,46,89,73,-1
8,34,97,36,1
6,87,61,91,1
2,65,61,96,-1
5,38,62,78,-1
6,59,84,36,1
8,77,31,66,1
1,71,73,40,-1
3,38,70,49,-1
8,62,55,64,1
8,48,59,86,1
2,99,94,80,1
4,92,57,32,-1
3,72,38,82,-1
4,61,69,66,-1
4,77,88,53,1
8,60,63,44,1
6,92,62,47,1
3,31,34,52,-1
4,91,31,50,-1
5,70,64,48,1
4,87,97,37,1
4,51,61,59,-1
1,56,60,37,-1
7,54,89,81,1
3,80,33,83,-1
8,83,74,32,1
7,64,70,65,1
8,96,51,50,1
8,55,92,81,1
5,82,49,88,1
5,63,39,41,-1
4,84,42,68,-1
6,59,70,33,1
3,52,57,65,-1
5,61,74,56,1
1,50,76,33,-1
8,49,58,97,1
7,83,73,81,1
6,72,52,38,1
4,72,80,88,1
6,51,88,54,1
4,73,42,61,-1
7,70,51,56,1
8,59,79,97,1
7,54,68,98,1
8,74,42,89,1
8,39,71,54,1
6,85,81,41,1
3,92,43,65,-1
1,74,49,54,-1
2,37,82,71,-1
3,89,96,50,1
8,99,74,63,1
5,69,80,46,1
5,70,38,83,1
5,89,94,52,1
3,40,89,66,-1
1,57,52,73,-1
6,95,96,46,1
7,80,35,39,1
7,77,84,65,1
2,61,35,68,-1
4,69,60,53,-1
1,46,78,98,-1
3,89,96,85,1
3,44,66,81,-1
7,47,89,93,1
6,48,55,98,1
6,34,54,76,1
3,56,33,84,-1
7,72,66,95,1
6,79,31,69,1
7,68,37,41,1
3,73,86,48,-1
6,76,85,74,1
2,90,45,34,-1
6,70,86,36,1
8,75,76,52,1
6,98,41,89,1
2,92,86,74,-1
5,30,59,68,-1
5,56,35,57,-1
2,58,71,73,-1
3,57,80,70,-1
4,51,98,76,1
2,81,83,30,-1
7,32,85,44,1
6,63,89,39,1
2,46,97,82,-1
8,84,97,84,1
4,91,40,42,-1
6,32,63,71,1
2,83,76,58,-1
8,79,36,37,1
6,68,43,46,1
8,79,41,77,1
6,42,46,99,1
5,51,91,38,1
3,84,66,68,-1
1,71,45,67,-1
6,80,73,63,1
7,43,68,86,1
1,95,76,91,-1
6,44,61,55,1
8,39,43,58,1
6,98,52,85,1
2,60,79,80,-1
3,64,60,90,-1
6,48,97,69,1
3,65,61,59,-1
2,67,54,68,-1
1,43,79,49,-1
8,73,58,68,1
2,53,60,41,-1
5,48,57,75,-1
1,35,96,37,-1
6,60,98,84,1
5,56,79,78,1
3,73,72,72,-1
4,32,67,32,-1
4,49,45,91,-1
7,63,40,59,1
8,60,67,45,1
2,58,71,87,-1
2,67,66,75,-1
2,91,61,58,-1
3,82,83,42,-1
3,95,66,34,-1
8,47,39,58,1
3,92,92,30,1
4,33,86,86,-1
1,63,66,42,-1
5,76,74,95,1
3,44,65,52,-1
2,80,69,73,-1
7,43,87,33,1
1,50,93,41,-1
4,65,72,43,-1
4,76,41,62,-1
1,86,96,80,-1
4,66,79,76,1
2,51,98,64,-1
4,30,66,40,-1
8,83,49,84,1
5,36,64,66,-1
8,76,47,64,1
2,70,42,69,-1
2,79,84,39,-1
3,71,50,73,-1
5,43,87,72,1
8,85,40,70,1
7,39,70,70,1
8,83,94,94,1
1,45,34,51,-1
8,88,51,37,1
6,80,87,96,1
8,65,89,87,1
8,80,78,74,1
3,77,45,57,-1
7,69,34,49,1
6,82,43,97,1
7,68,52,84,1
6,58,39,60,1
2,73,88,82,-1
5,78,56,87,1
5,62,86,40,1
8,98,60,85,1
7,54,68,87,1
8,51,55,80,1
6,73,80,67,1
2,39,65,41,-1
5,39,38,77,-1
6,86,50,84,1
4,32,95,60,-1
2,50,87,60,-1
1,66,92,65,-1
7,90,87,43,1
2,82,97,30,-1
5,83,65,49,1
7,64,92,32,1
4,35,44,56,-1
