learning_time,midterm_grade,pass_fail
8.96334,88.19006,1.00000
2.61058,94.73352,-1.00000
3.84855,89.75921,1.00000
1.17232,54.01837,-1.00000
5.59258,74.18878,1.00000
4.37673,64.13696,-1.00000
5.79210,68.14783,1.00000
4.58542,59.64826,-1.00000
6.54130,69.94386,1.00000
5.57591,65.58060,1.00000
4.04027,68.11557,-1.00000
1.75016,35.41702,-1.00000
3.05915,82.48261,-1.00000
1.44350,52.23337,-1.00000
3.80497,48.93885,-1.00000
3.51071,71.70015,-1.00000
6.92025,67.67916,1.00000
6.80536,64.27264,1.00000
5.44932,38.91261,-1.00000
3.55614,70.43873,-1.00000
8.58987,96.02689,1.00000
6.38295,93.29690,1.00000
6.33638,34.43647,-1.00000
8.15439,50.09203,1.00000
2.78109,40.98475,-1.00000
7.12455,83.74878,1.00000
8.12580,55.53972,1.00000
2.51309,67.39236,-1.00000
3.22297,55.56923,-1.00000
3.51288,78.36649,-1.00000
3.22152,77.30134,-1.00000
5.65490,82.74781,1.00000
8.74832,51.95277,1.00000
5.28586,75.06571,1.00000
2.54483,30.53355,-1.00000
7.91243,86.55998,1.00000
8.13700,34.50883,1.00000
1.25412,79.57208,-1.00000
1.59065,61.05700,-1.00000
4.73066,40.62636,-1.00000
5.80183,54.34808,-1.00000
7.80222,32.44191,1.00000
5.11460,41.89395,-1.00000
2.83010,86.55328,-1.00000
4.89703,83.08313,1.00000
2.47312,33.95256,-1.00000
5.96497,43.42792,-1.00000
6.84201,48.84729,1.00000
2.86513,88.77311,-1.00000
3.91723,57.45303,-1.00000
7.95419,50.41039,1.00000
2.19120,56.78892,-1.00000
7.51902,86.03614,1.00000
2.92737,35.27326,-1.00000
5.37245,70.21700,1.00000
4.23736,42.66202,-1.00000
5.78822,33.77728,-1.00000
6.95213,63.97219,1.00000
2.67524,53.91460,-1.00000
3.25414,65.79740,-1.00000
2.85272,37.03381,-1.00000
2.72478,48.00035,-1.00000
3.75515,84.33072,1.00000
6.05341,52.98294,1.00000
3.72581,37.83270,-1.00000
7.58128,61.46482,1.00000
2.16086,88.34381,-1.00000
3.79868,86.53888,1.00000
8.10244,54.65254,1.00000
3.64805,62.72609,-1.00000
2.04578,87.56473,-1.00000
1.90560,94.99078,-1.00000
8.30100,76.71174,1.00000
3.87843,57.94252,-1.00000
3.05128,95.30381,1.00000
1.83268,93.86171,-1.00000
5.29041,73.48036,1.00000
8.54608,81.77659,1.00000
8.73242,75.20474,1.00000
6.32659,79.61893,1.00000
2.11490,94.14564,-1.00000
6.43673,32.71953,-1.00000
5.88943,38.43885,-1.00000
6.01832,58.87903,1.00000
3.68355,34.77025,-1.00000
2.00218,90.31977,-1.00000
3.19238,61.75914,-1.00000
7.33811,52.47452,1.00000
3.26067,78.75832,-1.00000
3.33755,39.03428,-1.00000
3.14267,82.31901,-1.00000
1.45302,93.73965,-1.00000
8.25098,59.06594,1.00000
2.02295,97.07160,-1.00000
5.87254,61.60121,1.00000
6.66872,92.80954,1.00000
4.41274,52.67477,-1.00000
2.22683,47.23131,-1.00000
6.89752,59.35972,1.00000
3.43186,76.56013,-1.00000
3.01774,44.30181,-1.00000
4.48840,32.95882,-1.00000
4.65920,83.87801,1.00000
3.61925,59.30029,-1.00000
4.85220,82.88331,1.00000
6.24339,57.16760,1.00000
1.36881,71.25456,-1.00000
4.06305,63.63072,-1.00000
3.69398,81.17996,-1.00000
2.39779,63.26678,-1.00000
4.95323,84.23763,1.00000
5.95097,33.79170,-1.00000
3.23546,81.91689,-1.00000
8.46881,77.27090,1.00000
4.49363,60.83779,-1.00000
4.98099,60.65669,-1.00000
8.26243,77.26817,1.00000
1.18608,58.59604,-1.00000
8.65494,70.18785,1.00000
4.71779,35.94373,-1.00000
3.67257,66.70969,-1.00000
5.00957,78.74047,1.00000
7.31778,85.47177,1.00000
3.99960,92.20113,1.00000
5.17356,41.61268,-1.00000
4.86103,55.90822,-1.00000
6.28322,37.97064,-1.00000
6.38735,48.35255,1.00000
2.57972,79.60844,-1.00000
8.93294,57.58481,1.00000
2.45739,60.93420,-1.00000
3.89208,95.32551,1.00000
2.41367,32.74616,-1.00000
3.66733,48.39706,-1.00000
1.40295,48.09046,-1.00000
1.44578,34.51856,-1.00000
1.68493,92.90712,-1.00000
4.01746,77.52774,-1.00000
2.50753,37.82844,-1.00000
3.66136,55.06179,-1.00000
7.20102,94.84283,1.00000
5.40511,84.31176,1.00000
1.88357,87.21504,-1.00000
3.22636,61.65853,-1.00000
1.94009,63.45885,-1.00000
5.68543,37.94170,-1.00000
1.71707,78.38614,-1.00000
4.06506,66.69279,-1.00000
5.15588,78.02481,1.00000
2.85842,93.95378,1.00000
1.38628,48.86007,-1.00000
1.21912,78.51409,-1.00000
8.32926,49.84796,1.00000
8.82939,94.80170,1.00000
1.68624,98.07069,-1.00000
4.40195,91.25080,1.00000
6.81696,47.67203,1.00000
7.67395,59.40352,1.00000
4.42817,36.43414,-1.00000
3.80854,56.05806,-1.00000
8.73533,93.54112,1.00000
6.11372,82.39109,1.00000
5.98561,57.65333,1.00000
3.59779,80.67021,-1.00000
6.30500,48.54257,1.00000
8.08314,79.81974,1.00000
6.65803,56.56468,1.00000
5.08444,52.37750,-1.00000
2.17258,40.56481,-1.00000
2.41258,58.86830,-1.00000
4.94957,51.83124,-1.00000
6.78989,56.81274,1.00000
8.64024,79.96336,1.00000
4.50892,30.89737,-1.00000
2.67068,92.34644,-1.00000
8.20701,76.21160,1.00000
1.48961,86.78502,-1.00000
6.84392,59.85171,1.00000
2.83903,50.47127,-1.00000
1.06075,52.21609,-1.00000
7.90767,73.35312,1.00000
1.44678,39.44442,-1.00000
1.44914,46.95350,-1.00000
3.18991,72.51298,-1.00000
1.88877,47.15338,-1.00000
8.90622,33.48391,1.00000
8.85711,43.50476,1.00000
4.12206,71.53105,-1.00000
5.88489,41.79304,-1.00000
1.33903,32.60837,-1.00000
5.73534,59.21453,1.00000
3.06441,88.15403,-1.00000
6.96267,35.69534,-1.00000
2.35813,39.16079,-1.00000
1.44194,37.91212,-1.00000
5.14153,50.48407,-1.00000
5.06100,76.91015,1.00000
1.55853,69.78896,-1.00000
1.25587,43.61616,-1.00000
6.58687,39.40722,-1.00000
1.52651,55.71415,-1.00000
8.14210,78.26396,1.00000
6.73609,59.38794,1.00000
6.96550,71.64983,1.00000
6.80242,79.87496,1.00000
8.93653,35.59155,1.00000
8.57956,30.67212,1.00000
7.15071,68.79403,1.00000
5.98989,85.87198,1.00000
5.84327,63.40284,1.00000
3.32226,91.03941,1.00000
6.70030,63.59239,1.00000
5.17358,86.23688,1.00000
7.14577,34.93463,-1.00000
7.58605,38.11303,1.00000
3.05985,31.70197,-1.00000
2.15110,90.33882,-1.00000
3.50807,52.21928,-1.00000
7.26499,50.83618,1.00000
7.84817,86.12018,1.00000
6.30673,40.08708,-1.00000
3.56216,64.97774,-1.00000
4.75732,82.49838,1.00000
7.67454,60.10483,1.00000
8.59216,43.34881,1.00000
6.44388,30.07904,-1.00000
4.15206,69.70647,-1.00000
8.65997,70.56436,1.00000
5.29269,73.88892,1.00000
8.81740,66.19932,1.00000
1.95187,45.03392,-1.00000
3.04068,43.54692,-1.00000
8.57673,35.63544,1.00000
5.07906,42.39482,-1.00000
3.40373,30.91928,-1.00000
7.81221,46.09421,1.00000
6.12155,85.01086,1.00000
3.41574,50.68030,-1.00000
7.30604,33.43207,-1.00000
5.95746,38.00515,-1.00000
1.44873,63.88693,-1.00000
4.38858,61.43534,-1.00000
1.71720,38.47277,-1.00000
5.34404,50.68075,-1.00000
7.68593,71.25341,1.00000
5.45937,56.19643,-1.00000
1.91638,49.74242,-1.00000
7.75969,73.65301,1.00000
2.31196,96.09444,-1.00000
4.87440,36.08539,-1.00000
2.46576,69.44459,-1.00000
7.71577,73.58048,1.00000
7.16357,49.44900,1.00000
3.99294,51.18120,-1.00000
5.06958,57.00089,-1.00000
7.23570,84.03214,1.00000
7.57448,67.89791,1.00000
4.23066,82.65421,1.00000
1.60240,30.91739,-1.00000
3.32205,53.13183,-1.00000
7.05714,52.73688,1.00000
3.05261,76.15041,-1.00000
2.09913,65.85121,-1.00000
1.17218,46.52389,-1.00000
2.03755,73.43004,-1.00000
8.31373,83.69926,1.00000
7.63054,91.53068,1.00000
3.92003,95.64421,1.00000
2.76329,30.13369,-1.00000
7.21896,41.48888,1.00000
1.37829,45.41609,-1.00000
2.10118,76.92169,-1.00000
5.32747,90.11211,1.00000
1.13398,55.35824,-1.00000
5.49754,36.21898,-1.00000
2.63965,69.85004,-1.00000
6.62147,98.99453,1.00000
7.34836,99.13587,1.00000
2.75217,31.06502,-1.00000
4.20270,92.66171,1.00000
8.24697,36.48054,1.00000
7.86221,91.54025,1.00000
3.90941,84.45380,1.00000
5.88323,59.14308,1.00000
5.86312,63.86684,1.00000
1.95556,82.71525,-1.00000
3.62554,99.70742,1.00000
7.57621,31.77970,1.00000
2.48417,65.70981,-1.00000
4.46513,53.08045,-1.00000
6.41885,31.73156,-1.00000
3.87518,33.08009,-1.00000
3.04590,71.53293,-1.00000
4.36082,44.08327,-1.00000
7.05841,98.47460,1.00000
4.51883,60.98503,-1.00000
4.84619,55.98165,-1.00000
6.29935,94.39691,1.00000
8.41854,65.41516,1.00000
2.62747,38.80650,-1.00000
4.49049,36.24219,-1.00000
1.96833,78.53873,-1.00000
2.48676,92.56624,-1.00000
3.28572,67.71319,-1.00000
8.37719,56.89563,1.00000
4.92053,77.52100,1.00000
6.25206,43.87585,-1.00000
4.44410,37.90400,-1.00000
3.11524,80.65925,-1.00000
7.49322,30.91764,-1.00000
3.57213,52.23522,-1.00000
6.10511,46.34372,-1.00000
7.76415,62.82031,1.00000
5.84436,52.89850,-1.00000
1.54959,73.76246,-1.00000
8.90453,65.41792,1.00000
3.12414,38.66918,-1.00000
1.70266,81.58444,-1.00000
5.41745,63.83818,1.00000
1.49567,84.61899,-1.00000
6.90794,45.51817,1.00000
3.56489,97.77869,1.00000
5.73221,53.93242,-1.00000
6.59203,64.11196,1.00000
6.78216,34.26944,-1.00000
6.56304,39.22863,-1.00000
3.38827,82.22321,-1.00000
8.38143,67.18537,1.00000
2.43804,87.54441,-1.00000
4.88647,66.82996,1.00000
2.64185,58.21076,-1.00000
4.51266,70.31610,-1.00000
5.51157,57.38363,-1.00000
7.53058,43.97860,1.00000
3.30358,36.65606,-1.00000
2.51479,63.81581,-1.00000
1.02994,69.94756,-1.00000
4.67746,41.61333,-1.00000
2.82438,35.18027,-1.00000
6.55227,37.76317,-1.00000
7.68648,72.46116,1.00000
4.28097,75.25829,1.00000
4.99256,44.44823,-1.00000
4.93234,48.00785,-1.00000
7.84482,39.05955,1.00000
1.15957,87.63154,-1.00000
1.18663,41.61650,-1.00000
2.61850,80.01233,-1.00000
2.47808,75.43062,-1.00000
6.78544,71.28956,1.00000
3.09175,30.51826,-1.00000
6.44838,68.11136,1.00000
5.94162,55.73925,1.00000
1.16003,52.90502,-1.00000
7.64624,62.20631,1.00000
1.50990,42.94690,-1.00000
5.33519,98.69074,1.00000
8.54685,95.95984,1.00000
8.89734,97.91531,1.00000
5.27407,86.93942,1.00000
5.76367,83.71657,1.00000
4.34999,91.86794,1.00000
6.66396,37.86144,-1.00000
4.95010,95.49707,1.00000
5.12293,88.56846,1.00000
6.30935,53.98997,1.00000
3.66427,76.75277,-1.00000
1.01402,94.77103,-1.00000
8.34826,40.25045,1.00000
1.49529,30.17009,-1.00000
6.88519,83.59510,1.00000
6.86459,67.40464,1.00000
4.86495,82.11502,1.00000
7.75784,46.00964,1.00000
2.56044,33.60192,-1.00000
6.19831,91.03887,1.00000
2.80110,51.82991,-1.00000
7.87799,88.31901,1.00000
2.54777,38.11218,-1.00000
8.90916,99.96862,1.00000
3.22731,98.76204,1.00000
2.42506,98.21518,-1.00000
4.82208,35.06146,-1.00000
6.04432,70.31920,1.00000
2.43622,54.38022,-1.00000
4.96932,32.49434,-1.00000
4.70200,60.06887,-1.00000
1.84009,79.72189,-1.00000
2.96128,60.57871,-1.00000
6.00407,59.12326,1.00000
7.39625,48.71081,1.00000
1.53002,40.00505,-1.00000
4.49379,55.01506,-1.00000
6.88115,38.46482,-1.00000
6.90732,57.49781,1.00000
4.58161,98.99309,1.00000
3.87348,52.56259,-1.00000
5.70443,38.74467,-1.00000
6.29328,44.08900,-1.00000
4.04760,53.76181,-1.00000
8.62130,94.26353,1.00000
4.23370,46.81040,-1.00000
2.13083,57.09020,-1.00000
3.42737,89.15311,1.00000
8.73979,73.67140,1.00000
1.06270,47.83962,-1.00000
7.39901,81.49725,1.00000
7.82603,99.20442,1.00000
4.49617,30.80173,-1.00000
3.79999,86.09662,1.00000
5.77316,59.45437,1.00000
5.79511,77.62019,1.00000
2.74152,46.18900,-1.00000
2.35251,96.80435,-1.00000
7.69796,78.60675,1.00000
2.54170,87.92085,-1.00000
5.27868,35.88472,-1.00000
1.42102,47.50599,-1.00000
1.00977,88.13852,-1.00000
7.72697,82.25622,1.00000
2.94903,32.70170,-1.00000
2.85091,89.46683,-1.00000
7.26261,78.76478,1.00000
5.98549,55.00914,1.00000
1.80672,50.70495,-1.00000
7.05946,36.67427,-1.00000
4.25211,38.82757,-1.00000
6.22058,40.43380,-1.00000
4.88811,77.56947,1.00000
1.08816,72.27663,-1.00000
4.66510,82.85358,1.00000
2.05464,77.22980,-1.00000
5.56467,91.10464,1.00000
4.63449,35.35306,-1.00000
1.63914,38.54995,-1.00000
4.66338,89.14924,1.00000
6.95365,45.54979,1.00000
6.81326,81.57575,1.00000
6.53992,73.28588,1.00000
6.50787,94.58467,1.00000
7.11290,82.59172,1.00000
2.44444,63.92558,-1.00000
3.89047,30.93115,-1.00000
1.23146,87.64999,-1.00000
2.16567,72.41581,-1.00000
7.20672,42.51837,1.00000
4.77599,51.77784,-1.00000
1.74849,49.18500,-1.00000
7.23248,57.20706,1.00000
6.32631,79.94170,1.00000
1.36495,49.77386,-1.00000
5.64526,41.66271,-1.00000
5.52136,48.53728,-1.00000
6.41922,38.83584,-1.00000
5.49635,43.91161,-1.00000
4.98143,46.34862,-1.00000
7.57033,75.06406,1.00000
4.02234,60.67922,-1.00000
7.58080,77.91148,1.00000
2.60289,61.26863,-1.00000
7.48880,39.08457,1.00000
7.10421,47.26365,1.00000
6.89822,81.38154,1.00000
4.10404,52.02911,-1.00000
8.45670,41.90980,1.00000
2.47514,88.27331,-1.00000
2.90984,79.22942,-1.00000
4.83398,98.01774,1.00000
1.73968,68.57135,-1.00000
1.38679,47.37230,-1.00000
4.96352,89.40578,1.00000
2.80610,60.82205,-1.00000
4.86608,49.62362,-1.00000
4.05959,85.49660,1.00000
2.76839,49.85201,-1.00000
2.09986,32.68951,-1.00000
7.60109,62.58172,1.00000
4.25249,98.84744,1.00000
4.75371,59.30147,-1.00000
6.54180,87.00571,1.00000
4.23369,99.36823,1.00000
1.86226,93.55825,-1.00000
4.86101,70.90614,1.00000
6.93261,56.51884,1.00000
4.98941,43.91448,-1.00000
8.51810,71.61832,1.00000
5.28632,31.67755,-1.00000
3.38269,72.09669,-1.00000
5.91057,99.92455,1.00000
8.18642,90.55507,1.00000
8.75264,62.41197,1.00000
5.55540,79.78010,1.00000
5.94585,86.62267,1.00000
4.37388,89.35979,1.00000
6.94235,65.52660,1.00000
3.16946,80.79429,-1.00000
1.08568,41.04545,-1.00000
3.62793,91.89780,1.00000
6.62911,63.49457,1.00000
5.37815,37.84266,-1.00000
5.32566,43.66950,-1.00000
6.27370,52.01164,1.00000
3.85596,32.45858,-1.00000
2.18165,77.23394,-1.00000
5.20501,50.09454,-1.00000
5.66810,39.12003,-1.00000
6.82263,51.92102,1.00000
6.22752,38.00770,-1.00000
2.66501,91.15804,-1.00000
7.62945,53.28895,1.00000
1.91184,46.72151,-1.00000
1.17125,68.58979,-1.00000
1.09006,33.04457,-1.00000
5.51048,61.09933,1.00000
5.76809,80.33787,1.00000
4.22316,44.23959,-1.00000
2.30708,93.00203,-1.00000
7.26015,75.20600,1.00000
3.16941,61.20961,-1.00000
2.52960,75.54540,-1.00000
4.97560,79.90076,1.00000
4.43911,78.44983,1.00000
4.88137,64.79803,-1.00000
8.59070,54.50058,1.00000
3.45259,82.68064,-1.00000
8.40393,41.63610,1.00000
5.47568,82.72512,1.00000
2.86103,42.05382,-1.00000
8.61794,54.68236,1.00000
5.93474,71.57565,1.00000
3.08596,57.17902,-1.00000
7.61474,57.39097,1.00000
4.68901,55.15030,-1.00000
2.05437,42.95443,-1.00000
7.03175,66.27263,1.00000
5.52937,96.17262,1.00000
2.35021,99.89463,1.00000
6.58742,65.15904,1.00000
3.95600,93.21782,1.00000
2.26197,78.57130,-1.00000
7.30908,79.16853,1.00000
7.37752,99.70294,1.00000
5.61135,72.49764,1.00000
6.68620,54.89286,1.00000
4.98381,93.92469,1.00000
4.13947,86.47348,1.00000
8.84671,83.42890,1.00000
3.46757,53.66105,-1.00000
6.06146,96.60409,1.00000
1.88904,42.07892,-1.00000
3.26473,36.00695,-1.00000
2.49582,67.79148,-1.00000
6.84232,82.87168,1.00000
1.08094,60.86223,-1.00000
7.92627,42.01982,1.00000
1.99431,56.25964,-1.00000
2.26036,35.21082,-1.00000
8.03094,55.52425,1.00000
4.07918,49.07151,-1.00000
8.10375,73.62871,1.00000
7.63770,36.49467,1.00000
8.25275,49.28702,1.00000
8.84286,36.15825,1.00000
7.97480,59.78199,1.00000
6.06779,53.79579,1.00000
7.44239,81.94111,1.00000
1.80114,82.44048,-1.00000
8.64730,72.97815,1.00000
4.45934,58.07513,-1.00000
8.06535,33.40991,1.00000
6.40227,62.02225,1.00000
2.15908,81.34578,-1.00000
4.29561,68.50409,-1.00000
5.87871,35.40807,-1.00000
6.04553,91.15564,1.00000
6.75980,66.98083,1.00000
7.61972,90.38417,1.00000
3.83782,96.21151,1.00000
5.25699,42.29579,-1.00000
1.65746,39.72983,-1.00000
3.49180,98.84748,1.00000
7.09874,36.22151,-1.00000
1.62611,48.87701,-1.00000
6.08250,96.04947,1.00000
8.04596,58.44845,1.00000
8.19456,31.91887,1.00000
1.81058,87.20295,-1.00000
4.95987,31.11745,-1.00000
3.69372,79.96431,-1.00000
4.40641,98.35548,1.00000
7.78498,63.60253,1.00000
4.95302,90.30874,1.00000
7.38764,63.05765,1.00000
8.86604,44.28257,1.00000
2.20346,70.60941,-1.00000
3.68995,37.69300,-1.00000
6.00969,59.24845,1.00000
2.76227,43.86432,-1.00000
1.98953,91.68562,-1.00000
7.06663,59.90648,1.00000
2.09479,84.79472,-1.00000
3.34309,56.00495,-1.00000
2.29260,89.50723,-1.00000
2.77666,97.93996,1.00000
5.34365,82.44233,1.00000
6.00300,57.84135,1.00000
2.52193,61.46515,-1.00000
3.76638,76.65322,-1.00000
8.47982,82.37676,1.00000
7.50920,38.09316,1.00000
6.96097,70.91336,1.00000
7.22813,95.11868,1.00000
1.67701,61.86592,-1.00000
8.73837,69.32393,1.00000
8.37401,94.19899,1.00000
6.58790,64.51333,1.00000
2.27131,41.37975,-1.00000
2.80497,56.33590,-1.00000
2.77078,70.09102,-1.00000
3.45057,87.62833,1.00000
3.93005,54.93963,-1.00000
3.74959,61.89204,-1.00000
7.68712,64.90898,1.00000
5.02725,34.70173,-1.00000
7.52833,74.73536,1.00000
1.00728,44.01567,-1.00000
7.69268,98.93630,1.00000
2.45350,44.98076,-1.00000
4.20763,61.00691,-1.00000
5.89726,92.21061,1.00000
3.56526,45.95706,-1.00000
5.46186,99.07826,1.00000
5.21826,53.27104,-1.00000
2.16874,42.59940,-1.00000
3.53871,32.68616,-1.00000
1.03972,56.65451,-1.00000
7.68172,93.75079,1.00000
3.95440,71.75175,-1.00000
3.58173,53.07884,-1.00000
2.70307,93.68991,-1.00000
7.18569,96.76476,1.00000
6.33145,88.09906,1.00000
7.60582,95.87388,1.00000
2.83621,65.96713,-1.00000
8.62093,77.02890,1.00000
2.10769,45.74856,-1.00000
5.39346,77.05771,1.00000
6.75372,80.43566,1.00000
4.51973,76.00241,1.00000
6.17085,42.35461,-1.00000
8.54455,34.87620,1.00000
3.33262,60.41563,-1.00000
2.69512,60.09778,-1.00000
8.61918,72.31338,1.00000
5.81895,45.83901,-1.00000
3.75495,66.35022,-1.00000
2.13739,59.06123,-1.00000
5.87275,81.46950,1.00000
1.08600,90.13971,-1.00000
5.87768,99.93653,1.00000
7.57748,80.16216,1.00000
4.64553,68.24789,-1.00000
6.01467,61.39924,1.00000
4.01432,36.36763,-1.00000
3.06949,91.46727,1.00000
2.13789,83.33264,-1.00000
5.12899,86.41082,1.00000
5.57510,71.51705,1.00000
4.39906,48.21190,-1.00000
6.12430,58.32271,1.00000
6.13613,60.24988,1.00000
3.43351,75.71505,-1.00000
1.24499,76.88829,-1.00000
2.79895,66.97958,-1.00000
7.94736,38.38181,1.00000
1.92731,41.92082,-1.00000
5.02059,66.08765,1.00000
6.46993,62.20989,1.00000
5.26202,48.27662,-1.00000
5.68580,57.96311,1.00000
2.95615,51.06567,-1.00000
8.16330,68.69705,1.00000
7.74271,36.40863,1.00000
2.95544,33.22459,-1.00000
8.88198,50.99529,1.00000
5.73454,36.60176,-1.00000
1.06379,52.27180,-1.00000
6.27232,95.03168,1.00000
1.52541,87.47119,-1.00000
3.50227,66.44705,-1.00000
1.70392,33.48184,-1.00000
5.89218,35.81961,-1.00000
8.25897,80.72812,1.00000
1.98025,68.73388,-1.00000
6.88786,66.39679,1.00000
5.16422,84.20828,1.00000
4.06784,72.80951,-1.00000
3.08994,38.98926,-1.00000
1.61514,58.38914,-1.00000
4.26338,59.47816,-1.00000
6.79629,86.13948,1.00000
1.30755,81.07176,-1.00000
5.22134,82.63386,1.00000
7.26243,47.56512,1.00000
5.20269,83.57806,1.00000
4.11676,61.11074,-1.00000
6.65734,73.77849,1.00000
7.49838,31.24304,-1.00000
4.11025,88.61052,1.00000
5.16282,38.11204,-1.00000
8.97333,50.42572,1.00000
3.70571,37.84878,-1.00000
5.79129,61.81796,1.00000
8.57620,53.54558,1.00000
2.14465,31.71954,-1.00000
4.07509,65.43320,-1.00000
1.68999,47.07900,-1.00000
5.86538,99.30494,1.00000
2.38247,94.46865,-1.00000
6.91393,54.36045,1.00000
7.48111,86.29756,1.00000
5.91603,33.03177,-1.00000
1.55112,51.72586,-1.00000
5.92684,86.68737,1.00000
2.32051,55.81700,-1.00000
2.94340,33.21120,-1.00000
5.92287,88.56779,1.00000
8.89812,63.31841,1.00000
4.38829,39.32402,-1.00000
7.10239,45.48486,1.00000
1.78042,91.60988,-1.00000
6.85894,43.31100,1.00000
8.22611,90.18701,1.00000
1.23441,68.15525,-1.00000
2.03433,45.62179,-1.00000
4.07129,62.28825,-1.00000
5.02577,33.42451,-1.00000
6.58578,35.55440,-1.00000
4.85880,65.11715,-1.00000
1.53476,36.41860,-1.00000
2.51468,81.48394,-1.00000
2.73148,51.75014,-1.00000
2.18009,46.51291,-1.00000
3.02156,53.10228,-1.00000
8.56402,99.78332,1.00000
6.35671,97.12510,1.00000
3.93443,89.92256,1.00000
6.46806,44.36715,-1.00000
1.82169,63.47823,-1.00000
2.35917,58.31730,-1.00000
2.25427,33.62078,-1.00000
3.11705,40.62927,-1.00000
6.02079,65.03509,1.00000
1.23857,58.08758,-1.00000
4.75364,61.95987,-1.00000
5.74123,69.70646,1.00000
8.70407,41.04018,1.00000
1.34027,94.86612,-1.00000
2.76818,64.60562,-1.00000
2.27154,83.52878,-1.00000
5.55360,84.86929,1.00000
6.09265,76.98614,1.00000
4.05595,57.84524,-1.00000
8.89679,59.44650,1.00000
1.13125,39.47188,-1.00000
5.31360,35.05857,-1.00000
5.17066,34.79190,-1.00000
3.97321,65.07007,-1.00000
8.07606,49.91675,1.00000
5.44371,99.58962,1.00000
5.38923,81.12046,1.00000
3.48516,64.31359,-1.00000
4.73684,35.37713,-1.00000
7.30706,99.41696,1.00000
3.63388,95.96285,1.00000
4.87981,84.91309,1.00000
4.43680,37.23254,-1.00000
2.63676,99.47226,1.00000
5.01372,73.58503,1.00000
1.08535,76.37266,-1.00000
8.74951,39.10802,1.00000
4.01749,70.43743,-1.00000
4.99244,52.84449,-1.00000
3.58750,93.63432,1.00000
6.24911,41.56244,-1.00000
4.42828,70.06846,-1.00000
3.11131,55.91449,-1.00000
7.49272,42.91930,1.00000
3.97212,88.10834,1.00000
1.73317,96.16915,-1.00000
6.39287,64.27133,1.00000
6.09454,91.53838,1.00000
2.55499,91.37249,-1.00000
2.68314,69.11615,-1.00000
2.06614,65.85543,-1.00000
8.57589,62.56137,1.00000
8.02982,46.68156,1.00000
4.53818,40.52925,-1.00000
7.32901,55.38289,1.00000
1.71039,46.28835,-1.00000
5.02534,88.81499,1.00000
5.32677,91.06514,1.00000
5.44690,56.98983,-1.00000
3.70551,43.71883,-1.00000
3.77248,53.14755,-1.00000
6.22310,78.50158,1.00000
3.67879,42.56144,-1.00000
1.74666,31.42492,-1.00000
5.94384,42.40596,-1.00000
1.63399,37.56505,-1.00000
1.09909,57.59819,-1.00000
4.15680,60.20849,-1.00000
4.24739,96.08315,1.00000
2.18706,65.82599,-1.00000
8.23042,88.40439,1.00000
3.85395,65.08594,-1.00000
8.60090,65.09535,1.00000
1.02508,88.83279,-1.00000
4.53493,51.28418,-1.00000
8.19153,33.07990,1.00000
8.33787,82.04353,1.00000
7.09568,60.16660,1.00000
6.84998,65.06508,1.00000
6.95498,77.79907,1.00000
4.36293,55.99110,-1.00000
2.34110,41.77542,-1.00000
4.43357,89.80930,1.00000
6.12537,90.84906,1.00000
6.17477,36.89940,-1.00000
3.81879,64.90683,-1.00000
3.19770,38.72903,-1.00000
4.99293,46.47797,-1.00000
5.53315,96.54270,1.00000
4.85726,92.11156,1.00000
4.79583,57.30956,-1.00000
4.34606,54.77632,-1.00000
7.07586,72.91548,1.00000
8.06495,68.97615,1.00000
3.66264,71.17192,-1.00000
6.27907,60.06451,1.00000
8.40372,31.33812,1.00000
7.89378,43.15290,1.00000
4.83491,59.10863,-1.00000
3.96350,67.80681,-1.00000
3.45076,39.12336,-1.00000
3.46255,58.54185,-1.00000
7.52506,48.63378,1.00000
6.91234,31.89268,-1.00000
2.48691,97.43442,-1.00000
1.86347,80.32205,-1.00000
7.80351,78.71695,1.00000
5.44018,58.00087,-1.00000
6.35596,35.08040,-1.00000
7.26817,42.89896,1.00000
3.03728,31.25536,-1.00000
6.82149,78.21361,1.00000
8.79272,32.97280,1.00000
5.22930,36.73876,-1.00000
5.02876,97.80869,1.00000
2.72159,78.16784,-1.00000
7.40055,50.86767,1.00000
5.46609,73.27689,1.00000
6.14420,72.59173,1.00000
6.93351,49.04556,1.00000
7.39278,30.23610,-1.00000
5.60178,88.62889,1.00000
4.15502,71.99112,-1.00000
1.34967,54.69268,-1.00000
4.53525,54.66460,-1.00000
7.51077,33.93187,1.00000
7.45743,82.70858,1.00000
3.21916,69.79458,-1.00000
6.67467,55.30918,1.00000
8.35773,66.55135,1.00000
7.95761,75.38289,1.00000
5.60809,47.23975,-1.00000
1.14780,37.68990,-1.00000
6.25044,76.66246,1.00000
5.66384,89.62716,1.00000
7.51453,61.45077,1.00000
6.19038,65.04484,1.00000
7.01240,55.98184,1.00000
5.35193,35.94620,-1.00000
3.11220,62.35520,-1.00000
6.14481,91.45351,1.00000
8.66152,37.06598,1.00000
1.06254,88.56703,-1.00000
7.46442,45.87819,1.00000
4.78978,73.44965,1.00000
5.02291,90.15166,1.00000
1.58057,67.59399,-1.00000
3.55021,75.21011,-1.00000
6.97859,34.50514,-1.00000
5.89283,69.07071,1.00000
2.04391,95.89690,-1.00000
8.64062,64.30569,1.00000
5.32927,31.83895,-1.00000
5.01718,77.31774,1.00000
5.86496,58.12718,1.00000
